person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_burden,emp_stability,loan_status,pd,risk_bucket,approved,risk_order
32,113000,RENT,5.0,HOMEIMPROVEMENT,D,12000,16.29,0.11,N,5,0.10619469026548672,0.15625,1,0.42459804298164766,C - Medium Risk,True,3
22,33600,RENT,2.0,MEDICAL,B,10000,,0.3,N,4,0.2976190476190476,0.0909090909090909,0,0.7874058795401935,E - Highest Risk,False,5
22,20000,RENT,1.0,DEBTCONSOLIDATION,B,6500,10.99,0.33,N,2,0.325,0.0454545454545454,1,0.8425448776383213,E - Highest Risk,False,5
36,150000,MORTGAGE,8.0,EDUCATION,A,3000,7.29,0.02,N,17,0.02,0.2222222222222222,0,0.0613437795056998,A - Lowest Risk,True,1
31,80000,RENT,2.0,MEDICAL,A,6000,6.03,0.07,N,10,0.075,0.064516129032258,0,0.35715169803699387,C - Medium Risk,True,3
25,130000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3000,5.42,0.02,N,2,0.023076923076923078,0.2,0,0.1269222725299614,A - Lowest Risk,True,1
25,19000,OWN,3.0,VENTURE,A,4000,7.4,0.21,N,4,0.21052631578947367,0.12,1,0.0973680979353689,A - Lowest Risk,True,1
24,60000,RENT,4.0,MEDICAL,A,10000,6.54,0.17,N,2,0.16666666666666666,0.1666666666666666,0,0.5234045328646588,D - High Risk,False,4
24,40000,OWN,0.0,PERSONAL,A,6900,6.91,0.17,N,3,0.1725,0.0,0,0.1138820341649555,A - Lowest Risk,True,1
24,78000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8000,13.22,0.1,N,2,0.10256410256410256,0.2083333333333333,0,0.21565750210995052,B - Low Risk,True,2
32,31000,MORTGAGE,4.0,VENTURE,A,12000,5.42,0.39,N,6,0.3870967741935484,0.125,0,0.5821771265457022,D - High Risk,False,4
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0.3,N,3,0.30120481927710846,0.2083333333333333,0,0.6573195916334348,D - High Risk,False,4
35,32900,RENT,4.0,HOMEIMPROVEMENT,C,4800,13.23,0.15,Y,9,0.1458966565349544,0.1142857142857142,1,0.7724911422314741,E - Highest Risk,False,5
22,45000,RENT,4.0,EDUCATION,A,10000,7.51,0.22,N,2,0.2222222222222222,0.1818181818181818,0,0.5009249406997602,D - High Risk,False,4
22,18000,RENT,1.0,MEDICAL,B,6000,,0.33,N,3,0.3333333333333333,0.0454545454545454,1,0.839152955371956,E - Highest Risk,False,5
25,31200,RENT,0.0,DEBTCONSOLIDATION,A,3600,8.9,0.12,N,2,0.11538461538461539,0.0,0,0.47649931309581506,D - High Risk,False,4
25,24000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,13.49,0.25,Y,3,0.25,0.0,0,0.7869156725226577,E - Highest Risk,False,5
32,58000,RENT,4.0,PERSONAL,B,12000,11.26,0.21,N,10,0.20689655172413793,0.125,0,0.519845469207471,D - High Risk,False,4
24,20000,RENT,0.0,DEBTCONSOLIDATION,D,2400,15.62,0.12,N,2,0.12,0.0,1,0.4864472057430234,D - High Risk,False,4
27,89700,RENT,1.0,VENTURE,B,6000,11.99,0.07,N,7,0.06688963210702341,0.037037037037037,0,0.1948080281881807,B - Low Risk,True,2
35,65004,RENT,2.0,DEBTCONSOLIDATION,A,6000,7.29,0.09,N,10,0.0923020121838656,0.0571428571428571,0,0.41655708012469284,C - Medium Risk,True,3
44,98000,RENT,19.0,HOMEIMPROVEMENT,C,5000,15.96,0.05,Y,13,0.05102040816326531,0.4318181818181818,0,0.46110553071008475,C - Medium Risk,True,3
30,111000,RENT,3.0,VENTURE,C,15450,10.91,0.14,Y,7,0.13918918918918918,0.1,0,0.563889426386576,D - High Risk,False,4
33,130000,MORTGAGE,9.0,PERSONAL,D,25000,15.33,0.19,Y,10,0.19230769230769232,0.2727272727272727,0,0.4989167981329269,D - High Risk,False,4
23,45000,RENT,0.0,VENTURE,B,4500,9.25,0.1,N,4,0.1,0.0,0,0.248380250202,B - Low Risk,True,2
25,155796,MORTGAGE,4.0,PERSONAL,C,25000,13.48,0.16,N,2,0.16046625073814474,0.16,0,0.22285433254442966,B - Low Risk,True,2
26,38000,RENT,4.0,MEDICAL,B,8000,12.69,0.21,N,4,0.21052631578947367,0.1538461538461538,0,0.6179031650054364,D - High Risk,False,4
22,66000,RENT,4.0,EDUCATION,B,6000,9.99,0.09,N,4,0.09090909090909091,0.1818181818181818,0,0.24569440164827291,B - Low Risk,True,2
24,97850,RENT,5.0,HOMEIMPROVEMENT,A,10000,7.51,0.1,N,4,0.10219724067450178,0.2083333333333333,0,0.41518055513694546,C - Medium Risk,True,3
39,80000,OWN,0.0,MEDICAL,C,5000,11.22,0.06,N,13,0.0625,0.0,0,0.07142035252118456,A - Lowest Risk,True,1
32,27600,RENT,5.0,MEDICAL,B,3000,11.12,0.11,N,8,0.10869565217391304,0.15625,1,0.39644632244752664,C - Medium Risk,True,3
33,58344,RENT,5.0,VENTURE,D,11975,16.29,0.21,Y,9,0.20524818318935967,0.1515151515151515,0,0.681097771043513,E - Highest Risk,False,5
22,24432,RENT,0.0,EDUCATION,B,2000,11.36,0.08,N,4,0.08185985592665357,0.0,0,0.2599381407049047,B - Low Risk,True,2
25,28800,RENT,0.0,EDUCATION,A,5000,8.9,0.17,N,4,0.1736111111111111,0.0,0,0.4368042397537154,C - Medium Risk,True,3
25,49000,RENT,2.0,DEBTCONSOLIDATION,C,16000,,0.33,N,4,0.32653061224489793,0.08,1,0.8402939518784491,E - Highest Risk,False,5
37,120000,RENT,4.0,VENTURE,C,20000,13.47,0.17,Y,11,0.16666666666666666,0.1081081081081081,0,0.6159542942691872,D - High Risk,False,4
35,80000,RENT,5.0,EDUCATION,A,7000,7.29,0.09,N,8,0.0875,0.1428571428571428,0,0.2363268660717973,B - Low Risk,True,2
30,38000,MORTGAGE,5.0,EDUCATION,E,10000,17.99,0.26,N,6,0.2631578947368421,0.1666666666666666,1,0.3637513538928546,C - Medium Risk,True,3
29,92004,RENT,8.0,EDUCATION,B,6000,10.38,0.07,N,10,0.0652145558888744,0.2758620689655172,0,0.18661050960004602,A - Lowest Risk,True,1
40,75996,MORTGAGE,0.0,MEDICAL,C,3600,12.87,0.05,N,11,0.04737091425864519,0.0,0,0.16248899800173516,A - Lowest Risk,True,1
35,38760,RENT,2.0,MEDICAL,F,8000,18.09,0.21,Y,7,0.20639834881320948,0.0571428571428571,1,0.8406186484876218,E - Highest Risk,False,5
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0.16,Y,4,0.15625,0.2307692307692307,0,0.6612952668410028,D - High Risk,False,4
28,119000,MORTGAGE,2.0,MEDICAL,B,5325,10.38,0.04,N,7,0.044747899159663866,0.0714285714285714,0,0.14731105366621505,A - Lowest Risk,True,1
23,68000,RENT,3.0,MEDICAL,B,15700,11.49,0.23,N,2,0.23088235294117648,0.1304347826086956,0,0.6651854078718524,D - High Risk,False,4
35,90000,RENT,15.0,PERSONAL,B,7000,11.71,0.08,N,9,0.07777777777777778,0.4285714285714285,0,0.1882001997700024,B - Low Risk,True,2
28,15000,OWN,2.0,PERSONAL,B,4375,12.42,0.29,N,9,0.2916666666666667,0.0714285714285714,1,0.2545083283334531,B - Low Risk,True,2
33,102000,MORTGAGE,6.0,EDUCATION,C,8700,12.99,0.09,Y,9,0.08529411764705883,0.1818181818181818,0,0.27050299884297163,B - Low Risk,True,2
21,70000,RENT,3.0,PERSONAL,C,3300,,0.05,N,4,0.047142857142857146,0.1428571428571428,0,0.2164706152741832,B - Low Risk,True,2
24,36100,RENT,3.0,EDUCATION,B,8400,11.26,0.23,N,4,0.23268698060941828,0.125,0,0.5351265096627947,D - High Risk,False,4
22,65000,RENT,4.0,EDUCATION,C,7000,14.27,0.11,Y,4,0.1076923076923077,0.1818181818181818,0,0.5378734035919702,D - High Risk,False,4
35,45000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7500,7.29,0.17,N,9,0.16666666666666666,0.1142857142857142,0,0.33843630013276294,C - Medium Risk,True,3
29,55000,RENT,0.0,PERSONAL,D,8500,16.29,0.15,Y,8,0.15454545454545454,0.0,1,0.7112125394771097,E - Highest Risk,False,5
23,33359,RENT,2.0,EDUCATION,A,9000,,0.27,N,4,0.2697922599598309,0.0869565217391304,1,0.6223367664494923,D - High Risk,False,4
35,100000,MORTGAGE,13.0,EDUCATION,F,12000,15.76,0.12,N,6,0.12,0.3714285714285714,0,0.10888439646608103,A - Lowest Risk,True,1
34,65000,MORTGAGE,8.0,VENTURE,B,13750,,0.21,N,5,0.21153846153846154,0.2352941176470588,0,0.20723236966812456,B - Low Risk,True,2
24,62467,RENT,0.0,PERSONAL,A,10625,8.49,0.17,N,2,0.17008980741831686,0.0,0,0.47053035319481057,D - High Risk,False,4
31,65000,RENT,13.0,MEDICAL,B,13000,,0.2,N,8,0.2,0.4193548387096774,0,0.5152206404804738,D - High Risk,False,4
30,80000,OWN,0.0,PERSONAL,D,8000,15.05,0.1,N,5,0.1,0.0,0,0.06480792690906917,A - Lowest Risk,True,1
29,54000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,12000,9.32,0.22,N,7,0.2222222222222222,0.3103448275862069,0,0.40351045560306964,C - Medium Risk,True,3
38,75000,MORTGAGE,19.0,VENTURE,A,9100,6.03,0.12,N,13,0.12133333333333333,0.5,0,0.07519256322853493,A - Lowest Risk,True,1
26,96000,RENT,2.0,HOMEIMPROVEMENT,A,1750,6.54,0.02,N,2,0.018229166666666668,0.0769230769230769,0,0.27674155735664346,B - Low Risk,True,2
38,48300,RENT,3.0,MEDICAL,C,14000,13.22,0.29,Y,14,0.2898550724637681,0.0789473684210526,0,0.9148266311629961,E - Highest Risk,False,5
26,124726,MORTGAGE,3.0,PERSONAL,A,15000,7.29,0.12,N,3,0.12026361785032792,0.1153846153846153,0,0.17455728444615162,A - Lowest Risk,True,1
22,183000,MORTGAGE,3.0,EDUCATION,A,1000,,0.01,N,2,0.00546448087431694,0.1363636363636363,0,0.06158441137101403,A - Lowest Risk,True,1
40,233000,MORTGAGE,6.0,MEDICAL,B,15000,11.83,0.06,N,15,0.06437768240343347,0.15,0,0.1535910210672396,A - Lowest Risk,True,1
27,64800,RENT,3.0,VENTURE,C,8000,13.49,0.12,N,10,0.12345679012345678,0.1111111111111111,0,0.26992459927175333,B - Low Risk,True,2
23,44004,RENT,3.0,EDUCATION,D,2400,14.09,0.05,Y,4,0.0545404963185165,0.1304347826086956,0,0.43322064818064787,C - Medium Risk,True,3
26,58979,RENT,2.0,DEBTCONSOLIDATION,A,5000,9.32,0.08,N,3,0.08477593719798572,0.0769230769230769,0,0.3938973892712111,C - Medium Risk,True,3
37,51000,RENT,11.0,PERSONAL,B,10000,12.69,0.2,N,15,0.19607843137254902,0.2972972972972973,0,0.43488996713727773,C - Medium Risk,True,3
31,36000,RENT,7.0,EDUCATION,B,4500,9.99,0.13,N,10,0.125,0.2258064516129032,0,0.28544036704641973,B - Low Risk,True,2
29,98850,RENT,6.0,HOMEIMPROVEMENT,A,12500,,0.13,N,9,0.12645422357106728,0.2068965517241379,0,0.46237270801816976,C - Medium Risk,True,3
31,86500,OWN,0.0,PERSONAL,C,25000,13.57,0.29,Y,10,0.28901734104046245,0.0,0,0.5279543094772129,D - High Risk,False,4
21,24960,MORTGAGE,0.0,PERSONAL,C,2000,13.99,0.08,Y,3,0.08012820512820513,0.0,0,0.34154232508800453,C - Medium Risk,True,3
22,21600,RENT,1.0,EDUCATION,D,2400,16.29,0.11,N,4,0.1111111111111111,0.0454545454545454,1,0.30319449934336745,B - Low Risk,True,2
31,24000,RENT,0.0,MEDICAL,A,7000,7.51,0.29,N,7,0.2916666666666667,0.0,0,0.7936707106012495,E - Highest Risk,False,5
21,45000,OWN,2.0,VENTURE,A,6000,,0.13,N,2,0.13333333333333333,0.0952380952380952,0,0.054003561560881944,A - Lowest Risk,True,1
29,6000,RENT,0.0,HOMEIMPROVEMENT,A,3250,8.59,0.54,N,9,0.5416666666666666,0.0,1,0.9750185695392717,E - Highest Risk,False,5
33,35000,MORTGAGE,15.0,MEDICAL,C,12000,13.11,0.34,Y,7,0.34285714285714286,0.4545454545454545,0,0.8096114045444168,E - Highest Risk,False,5
26,65000,RENT,3.0,EDUCATION,A,7000,,0.11,N,2,0.1076923076923077,0.1153846153846153,0,0.27954405667739257,B - Low Risk,True,2
32,37120,RENT,7.0,PERSONAL,C,7000,13.47,0.19,Y,10,0.18857758620689655,0.21875,0,0.7180272369486688,E - Highest Risk,False,5
32,74000,MORTGAGE,5.0,VENTURE,B,15000,11.11,0.2,N,9,0.20270270270270271,0.15625,0,0.2164951071194465,B - Low Risk,True,2
25,150000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,22000,10.38,0.15,N,4,0.14666666666666667,0.28,0,0.2829469120863637,B - Low Risk,True,2
29,41700,RENT,0.0,EDUCATION,A,4500,,0.11,N,6,0.1079136690647482,0.0,0,0.3072413000149116,B - Low Risk,True,2
27,80000,RENT,3.0,PERSONAL,A,20000,7.49,0.25,N,9,0.25,0.1111111111111111,0,0.6191163104434686,D - High Risk,False,4
29,18000,RENT,2.0,VENTURE,B,3000,12.69,0.17,N,5,0.16666666666666666,0.0689655172413793,1,0.35335699469459775,C - Medium Risk,True,3
25,48000,MORTGAGE,6.0,VENTURE,A,3200,6.99,0.07,N,2,0.06666666666666667,0.24,0,0.07390875646963846,A - Lowest Risk,True,1
26,85900,MORTGAGE,7.0,EDUCATION,B,20000,,0.23,N,4,0.23282887077997672,0.2692307692307692,0,0.28780987587588985,B - Low Risk,True,2
24,32000,RENT,5.0,MEDICAL,C,1900,13.49,0.06,Y,2,0.059375,0.2083333333333333,0,0.564039975147978,D - High Risk,False,4
27,36000,OWN,4.0,MEDICAL,C,1050,14.72,0.03,Y,5,0.029166666666666667,0.1481481481481481,0,0.12886576812519,A - Lowest Risk,True,1
30,83000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20000,11.11,0.24,N,9,0.24096385542168675,0.1333333333333333,0,0.49279682757145304,D - High Risk,False,4
27,48000,RENT,9.0,DEBTCONSOLIDATION,C,14000,13.79,0.29,N,10,0.2916666666666667,0.3333333333333333,1,0.7531742241729898,E - Highest Risk,False,5
32,37300,RENT,2.0,VENTURE,B,5000,12.53,0.13,N,9,0.13404825737265416,0.0625,0,0.29539443680681593,B - Low Risk,True,2
37,74000,RENT,7.0,PERSONAL,B,15000,11.71,0.2,N,11,0.20270270270270271,0.1891891891891892,0,0.4830580865026114,D - High Risk,False,4
27,61000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,6800,15.99,0.11,N,7,0.11147540983606558,0.2222222222222222,1,0.22585814255205083,B - Low Risk,True,2
29,38000,MORTGAGE,8.0,EDUCATION,A,3600,7.14,0.09,N,9,0.09473684210526316,0.2758620689655172,0,0.10755971224891687,A - Lowest Risk,True,1
21,38000,OWN,1.0,MEDICAL,A,5000,8.94,0.13,N,2,0.13157894736842105,0.0476190476190476,0,0.11377785576063497,A - Lowest Risk,True,1
31,52000,MORTGAGE,0.0,VENTURE,B,25000,10.71,0.48,N,7,0.4807692307692308,0.0,0,0.7855234918133456,E - Highest Risk,False,5
21,45408,RENT,3.0,DEBTCONSOLIDATION,B,17475,9.91,0.38,N,2,0.3848440803382664,0.1428571428571428,1,0.8925623470537837,E - Highest Risk,False,5
22,41604,OWN,1.0,EDUCATION,B,14400,,0.35,N,4,0.3461205653302567,0.0454545454545454,0,0.3182610913505296,C - Medium Risk,True,3
26,82000,RENT,2.0,EDUCATION,C,4000,13.48,0.05,N,2,0.04878048780487805,0.0769230769230769,0,0.19513836803272075,B - Low Risk,True,2
31,30000,RENT,5.0,PERSONAL,C,6000,13.23,0.2,N,5,0.2,0.1612903225806451,0,0.49018590720758365,D - High Risk,False,4
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0.12,N,4,0.12121212121212122,0.2083333333333333,0,0.16546705218254235,A - Lowest Risk,True,1
28,95000,MORTGAGE,5.0,EDUCATION,C,12000,13.11,0.13,N,9,0.12631578947368421,0.1785714285714285,0,0.1508292617381706,A - Lowest Risk,True,1
23,118000,MORTGAGE,4.0,VENTURE,C,12000,13.11,0.1,N,2,0.1016949152542373,0.1739130434782608,0,0.10442971258616629,A - Lowest Risk,True,1
23,87000,RENT,4.0,EDUCATION,C,2100,,0.02,N,2,0.02413793103448276,0.1739130434782608,0,0.15361952332611706,A - Lowest Risk,True,1
28,35000,RENT,1.0,PERSONAL,B,7000,12.69,0.2,N,8,0.2,0.0357142857142857,0,0.5316424123104702,D - High Risk,False,4
26,59000,RENT,1.0,HOMEIMPROVEMENT,D,12000,,0.2,N,4,0.2033898305084746,0.0384615384615384,1,0.6647686822094492,D - High Risk,False,4
24,32004,RENT,2.0,PERSONAL,D,6000,14.84,0.19,N,4,0.18747656542932134,0.0833333333333333,1,0.49090716998438205,D - High Risk,False,4
25,100000,OWN,2.0,HOMEIMPROVEMENT,A,15000,6.17,0.15,N,4,0.15,0.08,0,0.14512635987161293,A - Lowest Risk,True,1
29,63000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,25000,11.48,0.4,N,8,0.3968253968253968,0.2068965517241379,0,0.7832798280988591,E - Highest Risk,False,5
34,100000,MORTGAGE,11.0,MEDICAL,C,18000,,0.18,Y,6,0.18,0.3235294117647059,0,0.5475636952965311,D - High Risk,False,4
23,83000,RENT,0.0,VENTURE,A,12000,7.51,0.14,N,3,0.14457831325301204,0.0,0,0.32595281927227565,C - Medium Risk,True,3
43,350000,MORTGAGE,3.0,PERSONAL,B,18000,11.49,0.05,N,14,0.05142857142857143,0.0697674418604651,0,0.10887333653465697,A - Lowest Risk,True,1
22,53000,MORTGAGE,4.0,PERSONAL,D,8000,16.07,0.15,Y,4,0.1509433962264151,0.1818181818181818,0,0.45154480294221183,C - Medium Risk,True,3
25,60000,RENT,3.0,VENTURE,C,3000,13.47,0.05,Y,3,0.05,0.12,1,0.3705937809572552,C - Medium Risk,True,3
35,62000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,13000,9.25,0.21,N,10,0.20967741935483872,0.2571428571428571,1,0.3922785721636405,C - Medium Risk,True,3
28,31000,MORTGAGE,0.0,VENTURE,B,11300,9.91,0.36,N,5,0.36451612903225805,0.0,0,0.5710556683637136,D - High Risk,False,4
35,88020,RENT,6.0,PERSONAL,D,6000,15.37,0.07,Y,8,0.0681663258350375,0.1714285714285714,0,0.48130698461944144,D - High Risk,False,4
22,48000,RENT,3.0,EDUCATION,B,5500,11.49,0.11,N,4,0.11458333333333333,0.1363636363636363,0,0.293400114334438,B - Low Risk,True,2
37,17520,RENT,1.0,VENTURE,A,3000,,0.17,N,16,0.17123287671232876,0.027027027027027,1,0.3820531379680478,C - Medium Risk,True,3
27,68000,RENT,0.0,DEBTCONSOLIDATION,B,10000,,0.15,N,5,0.14705882352941177,0.0,0,0.5478147915308115,D - High Risk,False,4
31,25000,RENT,0.0,MEDICAL,C,4800,11.54,0.19,Y,10,0.192,0.0,0,0.8358618733576414,E - Highest Risk,False,5
24,52000,RENT,2.0,MEDICAL,A,8000,7.51,0.15,N,4,0.15384615384615385,0.0833333333333333,0,0.5170120868284629,D - High Risk,False,4
25,120000,MORTGAGE,7.0,MEDICAL,A,14500,7.49,0.12,N,4,0.12083333333333333,0.28,0,0.21360329513199902,B - Low Risk,True,2
29,35000,RENT,1.0,MEDICAL,A,17475,7.66,0.5,N,5,0.4992857142857143,0.0344827586206896,1,0.9566037304777676,E - Highest Risk,False,5
30,70000,RENT,2.0,MEDICAL,C,8000,13.11,0.11,Y,6,0.11428571428571428,0.0666666666666666,0,0.7033745258277591,E - Highest Risk,False,5
30,189000,MORTGAGE,5.0,HOMEIMPROVEMENT,E,16000,16.35,0.08,N,8,0.08465608465608465,0.1666666666666666,0,0.2023146769398497,B - Low Risk,True,2
22,38000,RENT,0.0,EDUCATION,C,3000,10.28,0.08,N,3,0.07894736842105263,0.0,0,0.2543421080287019,B - Low Risk,True,2
28,36000,RENT,2.0,VENTURE,A,12000,5.42,0.33,N,10,0.3333333333333333,0.0714285714285714,1,0.7016948256931845,E - Highest Risk,False,5
21,34500,MORTGAGE,3.0,EDUCATION,A,6400,7.51,0.19,N,2,0.1855072463768116,0.1428571428571428,0,0.23697096653335123,B - Low Risk,True,2
24,58650,RENT,4.0,MEDICAL,D,9500,16.49,0.14,N,3,0.16197783461210571,0.1666666666666666,1,0.5143350841884166,D - High Risk,False,4
27,40200,RENT,2.0,VENTURE,B,6600,11.14,0.16,N,7,0.16417910447761194,0.074074074074074,0,0.35035255278180455,C - Medium Risk,True,3
33,400000,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0.04,N,10,0.0375,0.2727272727272727,0,0.07802557278413212,A - Lowest Risk,True,1
26,37500,RENT,3.0,VENTURE,D,10000,14.91,0.27,Y,2,0.26666666666666666,0.1153846153846153,0,0.7919635398707108,E - Highest Risk,False,5
32,54000,RENT,2.0,HOMEIMPROVEMENT,E,6000,15.95,0.11,N,7,0.1111111111111111,0.0625,1,0.4655504834365313,D - High Risk,False,4
25,80000,MORTGAGE,2.0,VENTURE,A,10000,7.49,0.13,N,4,0.125,0.08,0,0.13439298439842262,A - Lowest Risk,True,1
40,35000,MORTGAGE,3.0,EDUCATION,B,4000,10.37,0.11,N,17,0.11428571428571428,0.075,0,0.15161471721062852,A - Lowest Risk,True,1
24,47000,RENT,0.0,MEDICAL,B,1450,10.74,0.03,N,4,0.030851063829787233,0.0,0,0.2855597430863227,B - Low Risk,True,2
22,15000,RENT,0.0,VENTURE,D,5000,,0.33,Y,4,0.3333333333333333,0.0,1,0.8845090938135394,E - Highest Risk,False,5
23,30000,MORTGAGE,3.0,PERSONAL,B,4500,10.62,0.15,N,3,0.15,0.1304347826086956,0,0.21468156032363644,B - Low Risk,True,2
27,30000,RENT,8.0,PERSONAL,B,11000,9.91,0.37,N,6,0.36666666666666664,0.2962962962962963,1,0.7839221155988908,E - Highest Risk,False,5
31,20800,RENT,3.0,MEDICAL,D,9750,17.19,0.47,Y,6,0.46875,0.0967741935483871,1,0.9798728265142937,E - Highest Risk,False,5
29,26400,MORTGAGE,7.0,MEDICAL,A,4800,7.66,0.18,N,9,0.18181818181818182,0.2413793103448276,0,0.31950157707912547,C - Medium Risk,True,3
24,62000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,8000,10.08,0.13,N,3,0.12903225806451613,0.0833333333333333,0,0.2902114319850009,B - Low Risk,True,2
28,49000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,19750,15.58,0.4,Y,9,0.4030612244897959,0.1785714285714285,1,0.9248295978680147,E - Highest Risk,False,5
22,42000,RENT,2.0,EDUCATION,A,6500,5.99,0.15,N,2,0.15476190476190477,0.0909090909090909,0,0.3770812646657983,C - Medium Risk,True,3
29,38000,RENT,0.0,MEDICAL,B,5000,11.36,0.13,N,5,0.13157894736842105,0.0,0,0.48918969839887666,D - High Risk,False,4
29,52000,RENT,3.0,DEBTCONSOLIDATION,C,10800,14.27,0.21,N,5,0.2076923076923077,0.1034482758620689,0,0.6456959606370194,D - High Risk,False,4
24,47000,MORTGAGE,5.0,MEDICAL,A,15000,7.66,0.32,N,3,0.3191489361702128,0.2083333333333333,0,0.6180945402638859,D - High Risk,False,4
28,14400,RENT,2.0,VENTURE,C,4800,14.65,0.33,Y,9,0.3333333333333333,0.0714285714285714,1,0.8786623403808578,E - Highest Risk,False,5
28,53000,RENT,2.0,MEDICAL,A,8500,5.79,0.16,N,9,0.16037735849056603,0.0714285714285714,0,0.5362409926144931,D - High Risk,False,4
29,22000,RENT,0.0,DEBTCONSOLIDATION,B,8000,,0.36,N,5,0.36363636363636365,0.0,1,0.887124454331803,E - Highest Risk,False,5
30,45000,RENT,5.0,PERSONAL,A,10000,7.51,0.22,N,7,0.2222222222222222,0.1666666666666666,0,0.5401383847633461,D - High Risk,False,4
26,95000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,20000,14.96,0.21,N,4,0.21052631578947367,0.0,0,0.47256711519819466,D - High Risk,False,4
42,78000,MORTGAGE,6.0,EDUCATION,B,20000,10.99,0.26,N,11,0.2564102564102564,0.1428571428571428,0,0.34637620768079963,C - Medium Risk,True,3
37,130000,RENT,2.0,PERSONAL,B,13000,9.88,0.1,N,16,0.1,0.054054054054054,0,0.3226100112149369,C - Medium Risk,True,3
43,57000,MORTGAGE,0.0,EDUCATION,A,2725,,0.05,N,12,0.04780701754385965,0.0,0,0.09961213394941064,A - Lowest Risk,True,1
23,47000,RENT,5.0,VENTURE,B,16500,10.62,0.35,N,3,0.35106382978723405,0.217391304347826,1,0.7035461601587978,E - Highest Risk,False,5
39,36000,MORTGAGE,1.0,PERSONAL,A,7125,7.9,0.2,N,12,0.19791666666666666,0.0256410256410256,0,0.31667299861750803,C - Medium Risk,True,3
30,24000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,6000,8.94,0.25,N,7,0.25,0.2333333333333333,0,0.4936769548287877,D - High Risk,False,4
37,47908,RENT,3.0,VENTURE,A,10950,5.99,0.23,N,13,0.2285630792352008,0.081081081081081,0,0.4812335634342216,D - High Risk,False,4
25,28000,RENT,6.0,VENTURE,A,4000,6.39,0.14,N,3,0.14285714285714285,0.24,0,0.2745362501787864,B - Low Risk,True,2
29,48000,MORTGAGE,3.0,VENTURE,A,3250,6.76,0.07,N,7,0.06770833333333333,0.1034482758620689,0,0.08446030988973713,A - Lowest Risk,True,1
37,170004,MORTGAGE,1.0,HOMEIMPROVEMENT,E,25000,16.45,0.15,Y,13,0.14705536340321404,0.027027027027027,0,0.615322056148205,D - High Risk,False,4
31,40000,RENT,2.0,DEBTCONSOLIDATION,C,14600,,0.36,Y,5,0.365,0.064516129032258,1,0.9579240516456157,E - Highest Risk,False,5
38,40000,MORTGAGE,4.0,PERSONAL,B,4000,12.21,0.1,N,13,0.1,0.1052631578947368,0,0.1511652706410785,A - Lowest Risk,True,1
33,65000,RENT,4.0,VENTURE,A,1000,,0.02,N,9,0.015384615384615385,0.1212121212121212,0,0.12232444799900213,A - Lowest Risk,True,1
36,24960,RENT,3.0,VENTURE,A,5000,6.62,0.2,N,15,0.20032051282051283,0.0833333333333333,0,0.4229597465960671,C - Medium Risk,True,3
31,100000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,15000,9.63,0.15,N,5,0.15,0.0,0,0.34790665458432446,C - Medium Risk,True,3
29,73000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,12000,7.29,0.16,N,10,0.1643835616438356,0.2413793103448276,0,0.32038085595754673,C - Medium Risk,True,3
30,115000,RENT,7.0,DEBTCONSOLIDATION,B,7300,10.25,0.06,N,9,0.06347826086956522,0.2333333333333333,0,0.31391871619536343,C - Medium Risk,True,3
34,30000,OWN,0.0,MEDICAL,A,6000,7.29,0.2,N,9,0.2,0.0,0,0.19868212398281127,B - Low Risk,True,2
34,44000,RENT,0.0,PERSONAL,E,6000,16.45,0.14,N,10,0.13636363636363635,0.0,1,0.4070954394925418,C - Medium Risk,True,3
22,39996,RENT,3.0,PERSONAL,A,11000,5.79,0.28,N,2,0.27502750275027504,0.1363636363636363,0,0.6621341983399204,D - High Risk,False,4
29,47000,RENT,0.0,MEDICAL,B,3000,10.25,0.06,N,7,0.06382978723404255,0.0,0,0.3498114916642849,C - Medium Risk,True,3
23,40000,OWN,0.0,VENTURE,A,6400,8.32,0.16,N,3,0.16,0.0,0,0.07228998580103381,A - Lowest Risk,True,1
25,40000,RENT,2.0,DEBTCONSOLIDATION,A,7000,8.94,0.17,N,3,0.175,0.08,0,0.5861334350946974,D - High Risk,False,4
