person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_burden,emp_stability
26,156000,RENT,2.0,DEBTCONSOLIDATION,B,15000,12.42,0.1,N,4,0.09615384615384616,0.07692307692307693
41,54000,MORTGAGE,6.0,VENTURE,C,5000,13.23,0.09,N,12,0.09259259259259259,0.14634146341463414
34,50725,RENT,1.0,PERSONAL,C,5400,13.16,0.11,Y,9,0.10645638245441104,0.029411764705882353
34,30000,RENT,2.0,PERSONAL,A,4000,7.51,0.13,N,7,0.13333333333333333,0.058823529411764705
26,90000,RENT,1.0,DEBTCONSOLIDATION,B,7200,9.91,0.08,N,2,0.08,0.038461538461538464
31,26010,MORTGAGE,2.0,PERSONAL,B,6500,9.99,0.25,N,9,0.2499038831218762,0.06451612903225806
58,108350,RENT,5.0,PERSONAL,D,35000,14.91,0.32,N,19,0.3230272265805261,0.08620689655172414
30,62400,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,6.03,0.1,N,10,0.09615384615384616,0.06666666666666667
23,72000,RENT,5.0,DEBTCONSOLIDATION,D,3000,16.89,0.04,Y,4,0.041666666666666664,0.21739130434782608
22,74000,MORTGAGE,4.0,PERSONAL,D,15000,15.05,0.2,N,3,0.20270270270270271,0.18181818181818182
29,30000,RENT,1.0,HOMEIMPROVEMENT,E,6000,17.99,0.2,N,7,0.2,0.034482758620689655
24,25000,MORTGAGE,1.0,MEDICAL,B,4000,11.11,0.16,N,2,0.16,0.041666666666666664
22,32000,OWN,1.0,MEDICAL,B,1200,9.96,0.04,N,2,0.0375,0.045454545454545456
22,42000,RENT,4.0,EDUCATION,A,7000,8.63,0.17,N,4,0.16666666666666666,0.18181818181818182
23,68000,MORTGAGE,4.0,MEDICAL,D,8000,15.33,0.1,N,3,0.11764705882352941,0.17391304347826086
29,98000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,1825,14.27,0.02,N,6,0.018622448979591838,0.3793103448275862
22,30000,RENT,0.0,HOMEIMPROVEMENT,C,9000,13.49,0.3,Y,4,0.3,0.0
26,66000,RENT,3.0,MEDICAL,B,12000,11.83,0.18,N,2,0.18181818181818182,0.11538461538461539
26,81000,MORTGAGE,6.0,MEDICAL,B,5000,10.75,0.06,N,3,0.06172839506172839,0.23076923076923078
31,81000,RENT,8.0,VENTURE,C,7000,13.61,0.09,Y,8,0.08641975308641975,0.25806451612903225
26,42000,RENT,1.0,VENTURE,D,1500,14.61,0.04,Y,3,0.03571428571428571,0.038461538461538464
35,36000,RENT,1.0,EDUCATION,A,3000,5.42,0.08,N,5,0.08333333333333333,0.02857142857142857
24,45871,RENT,5.0,HOMEIMPROVEMENT,D,14400,,0.31,Y,3,0.3139238298707244,0.20833333333333334
25,61000,RENT,4.0,VENTURE,A,9500,7.51,0.16,N,2,0.1557377049180328,0.16
37,65000,RENT,7.0,DEBTCONSOLIDATION,A,9000,6.91,0.14,N,15,0.13846153846153847,0.1891891891891892
41,61000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,,0.25,N,11,0.2459016393442623,0.17073170731707318
22,190000,RENT,3.0,EDUCATION,A,12600,6.92,0.07,N,4,0.06631578947368422,0.13636363636363635
37,124000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,30000,17.99,0.24,N,12,0.24193548387096775,0.10810810810810811
29,148410,MORTGAGE,5.0,MEDICAL,D,11200,16.89,0.06,Y,9,0.07546661276194326,0.1724137931034483
21,54036,MORTGAGE,3.0,MEDICAL,B,8000,11.36,0.15,N,2,0.1480494485158043,0.14285714285714285
27,42996,RENT,1.0,MEDICAL,C,5000,13.61,0.12,N,6,0.11628988743138896,0.037037037037037035
23,66000,RENT,0.0,MEDICAL,B,9200,11.86,0.14,N,2,0.1393939393939394,0.0
22,31000,RENT,2.0,EDUCATION,A,6500,8.32,0.21,N,3,0.20967741935483872,0.09090909090909091
26,30000,RENT,2.0,MEDICAL,A,6000,6.54,0.2,N,2,0.2,0.07692307692307693
24,73000,RENT,2.0,DEBTCONSOLIDATION,A,6500,,0.09,N,4,0.08904109589041095,0.08333333333333333
29,99400,MORTGAGE,3.0,VENTURE,A,6000,6.92,0.06,N,7,0.060362173038229376,0.10344827586206896
22,126500,RENT,1.0,DEBTCONSOLIDATION,C,19200,13.79,0.15,Y,3,0.15177865612648223,0.045454545454545456
25,39512,RENT,3.0,VENTURE,C,9000,15.23,0.23,N,4,0.22777890261186476,0.12
23,48996,RENT,2.0,MEDICAL,D,15000,15.99,0.31,N,4,0.3061474406073965,0.08695652173913043
24,100000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,16000,14.72,0.16,N,2,0.16,0.0
21,72000,RENT,3.0,EDUCATION,A,6000,5.42,0.08,N,4,0.08333333333333333,0.14285714285714285
28,25000,RENT,1.0,EDUCATION,A,5000,7.51,0.2,N,7,0.2,0.03571428571428571
29,97000,OWN,3.0,MEDICAL,B,12000,11.83,0.12,N,7,0.12371134020618557,0.10344827586206896
21,13200,RENT,2.0,HOMEIMPROVEMENT,A,4000,6.39,0.3,N,3,0.30303030303030304,0.09523809523809523
23,75000,MORTGAGE,0.0,EDUCATION,B,12000,9.62,0.16,N,2,0.16,0.0
27,180000,MORTGAGE,2.0,PERSONAL,C,8000,13.23,0.04,N,9,0.044444444444444446,0.07407407407407407
23,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,7.14,0.07,N,3,0.06666666666666667,0.21739130434782608
26,85000,RENT,2.0,VENTURE,A,28000,7.49,0.33,N,3,0.32941176470588235,0.07692307692307693
24,78000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,10.37,0.26,N,2,0.2564102564102564,0.125
22,70000,RENT,2.0,DEBTCONSOLIDATION,B,18750,10.38,0.27,N,2,0.26785714285714285,0.09090909090909091
28,36000,RENT,3.0,MEDICAL,D,9600,14.61,0.27,Y,10,0.26666666666666666,0.10714285714285714
31,54200,RENT,4.0,VENTURE,C,7500,12.61,0.14,N,10,0.13837638376383765,0.12903225806451613
24,65000,MORTGAGE,2.0,VENTURE,B,12000,12.69,0.18,N,4,0.18461538461538463,0.08333333333333333
40,28800,RENT,3.0,PERSONAL,C,4200,14.72,0.15,Y,16,0.14583333333333334,0.075
34,160000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7500,,0.05,N,10,0.046875,0.2647058823529412
30,69000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,14000,10.14,0.2,N,10,0.2028985507246377,0.0
36,31200,RENT,9.0,PERSONAL,B,3000,12.42,0.1,N,12,0.09615384615384616,0.25
26,30000,RENT,4.0,DEBTCONSOLIDATION,B,12000,11.11,0.4,N,3,0.4,0.15384615384615385
22,24000,MORTGAGE,2.0,EDUCATION,D,3975,13.87,0.17,N,3,0.165625,0.09090909090909091
23,23000,RENT,2.0,EDUCATION,A,8875,8.9,0.39,N,2,0.3858695652173913,0.08695652173913043
23,69996,MORTGAGE,5.0,VENTURE,B,12000,11.11,0.17,N,2,0.17143836790673753,0.21739130434782608
32,29000,RENT,0.0,EDUCATION,D,8000,18.25,0.28,N,6,0.27586206896551724,0.0
24,39000,RENT,2.0,HOMEIMPROVEMENT,C,16000,13.06,0.41,N,2,0.41025641025641024,0.08333333333333333
28,68000,MORTGAGE,7.0,EDUCATION,A,3000,5.42,0.04,N,10,0.04411764705882353,0.25
24,65000,RENT,3.0,EDUCATION,B,8000,12.69,0.12,N,3,0.12307692307692308,0.125
22,30000,RENT,3.0,EDUCATION,A,4000,7.9,0.13,N,3,0.13333333333333333,0.13636363636363635
35,40000,OWN,3.0,PERSONAL,C,11325,15.96,0.28,Y,10,0.283125,0.08571428571428572
29,52000,RENT,2.0,EDUCATION,C,2725,11.66,0.05,N,8,0.052403846153846155,0.06896551724137931
34,54000,MORTGAGE,5.0,VENTURE,A,10000,7.29,0.19,N,7,0.18518518518518517,0.14705882352941177
27,72000,MORTGAGE,2.0,MEDICAL,A,21100,8.9,0.29,N,8,0.29305555555555557,0.07407407407407407
23,100000,OTHER,1.0,EDUCATION,B,15000,,0.15,N,2,0.15,0.043478260869565216
31,30000,RENT,4.0,DEBTCONSOLIDATION,B,12000,10.39,0.4,N,9,0.4,0.12903225806451613
26,51000,RENT,3.0,DEBTCONSOLIDATION,D,3500,13.24,0.07,Y,4,0.06862745098039216,0.11538461538461539
34,35000,OWN,2.0,EDUCATION,C,2000,13.99,0.06,N,8,0.05714285714285714,0.058823529411764705
27,23000,RENT,0.0,VENTURE,A,8500,,0.37,N,7,0.3695652173913043,0.0
33,54000,RENT,13.0,VENTURE,A,10000,8.9,0.19,N,5,0.18518518518518517,0.3939393939393939
26,80000,MORTGAGE,0.0,EDUCATION,A,6300,5.79,0.08,N,4,0.07875,0.0
37,52000,RENT,0.0,VENTURE,C,14000,13.16,0.27,Y,15,0.2692307692307692,0.0
24,25000,RENT,0.0,DEBTCONSOLIDATION,C,5625,12.68,0.23,N,4,0.225,0.0
29,53000,RENT,7.0,VENTURE,C,9600,12.73,0.18,N,5,0.1811320754716981,0.2413793103448276
22,97000,MORTGAGE,0.0,EDUCATION,C,7500,11.34,0.08,Y,4,0.07731958762886598,0.0
31,47000,RENT,4.0,DEBTCONSOLIDATION,C,4500,11.03,0.1,Y,7,0.09574468085106383,0.12903225806451613
23,78000,RENT,0.0,HOMEIMPROVEMENT,F,20000,18.25,0.26,Y,2,0.2564102564102564,0.0
22,57500,RENT,1.0,VENTURE,B,9100,11.49,0.16,N,3,0.1582608695652174,0.045454545454545456
33,48000,OWN,5.0,VENTURE,B,14400,12.42,0.3,N,10,0.3,0.15151515151515152
23,64500,MORTGAGE,4.0,EDUCATION,A,5000,,0.08,N,2,0.07751937984496124,0.17391304347826086
24,30996,RENT,0.0,HOMEIMPROVEMENT,D,1500,15.99,0.05,Y,2,0.04839334107626791,0.0
22,40000,RENT,3.0,DEBTCONSOLIDATION,A,1000,7.9,0.03,N,4,0.025,0.13636363636363635
28,72000,RENT,3.0,MEDICAL,C,12000,14.27,0.17,Y,6,0.16666666666666666,0.10714285714285714
34,38000,OWN,1.0,HOMEIMPROVEMENT,A,10000,8.94,0.26,N,9,0.2631578947368421,0.029411764705882353
21,35364,RENT,3.0,VENTURE,B,10000,,0.28,N,4,0.28277344191833503,0.14285714285714285
57,70000,RENT,0.0,VENTURE,B,6600,10.99,0.09,N,21,0.09428571428571429,0.0
33,22356,RENT,2.0,MEDICAL,A,6000,7.9,0.27,N,8,0.2683843263553409,0.06060606060606061
30,51000,MORTGAGE,4.0,PERSONAL,B,2000,10.99,0.04,N,10,0.0392156862745098,0.13333333333333333
28,35000,OWN,5.0,EDUCATION,A,10000,7.51,0.29,N,7,0.2857142857142857,0.17857142857142858
29,120000,RENT,5.0,DEBTCONSOLIDATION,C,2500,14.22,0.02,Y,6,0.020833333333333332,0.1724137931034483
22,116700,MORTGAGE,0.0,EDUCATION,A,6000,8.49,0.05,N,4,0.05141388174807198,0.0
27,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000,7.9,0.14,N,7,0.1388888888888889,0.3333333333333333
27,108000,RENT,4.0,DEBTCONSOLIDATION,B,6000,10.65,0.06,N,7,0.05555555555555555,0.14814814814814814
29,68000,RENT,4.0,EDUCATION,B,1600,11.48,0.02,N,10,0.023529411764705882,0.13793103448275862
30,267000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,25000,10.36,0.09,N,9,0.09363295880149813,0.23333333333333334
25,120000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,25000,10.99,0.21,N,2,0.20833333333333334,0.16
24,55000,MORTGAGE,1.0,MEDICAL,B,5225,9.91,0.1,N,4,0.095,0.041666666666666664
22,43000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8500,12.09,0.2,Y,4,0.19767441860465115,0.09090909090909091
31,50000,RENT,0.0,PERSONAL,C,2400,11.03,0.05,Y,8,0.048,0.0
33,58000,RENT,0.0,DEBTCONSOLIDATION,B,14400,9.91,0.25,N,8,0.2482758620689655,0.0
27,82500,MORTGAGE,3.0,DEBTCONSOLIDATION,A,11100,8.94,0.13,N,7,0.13454545454545455,0.1111111111111111
23,24000,OWN,2.0,EDUCATION,D,8000,15.62,0.33,N,2,0.3333333333333333,0.08695652173913043
34,80000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,11000,10.99,0.14,N,6,0.1375,0.11764705882352941
24,29004,RENT,4.0,EDUCATION,A,5000,6.92,0.17,N,3,0.17239001517032135,0.16666666666666666
35,165000,MORTGAGE,3.0,VENTURE,B,8000,11.49,0.05,N,8,0.048484848484848485,0.08571428571428572
28,24000,OWN,3.0,PERSONAL,B,8000,10.37,0.33,N,5,0.3333333333333333,0.10714285714285714
25,20000,RENT,0.0,MEDICAL,C,3500,10.28,0.17,Y,3,0.175,0.0
22,43200,RENT,2.0,EDUCATION,A,8000,5.99,0.19,N,3,0.18518518518518517,0.09090909090909091
25,112000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000,6.99,0.14,N,4,0.14285714285714285,0.0
27,190000,RENT,5.0,VENTURE,A,22000,6.91,0.12,N,8,0.11578947368421053,0.18518518518518517
23,17688,RENT,0.0,PERSONAL,B,1700,11.11,0.1,N,3,0.09611035730438716,0.0
36,19200,OWN,0.0,HOMEIMPROVEMENT,C,4500,13.49,0.23,Y,14,0.234375,0.0
25,50000,RENT,2.0,DEBTCONSOLIDATION,B,4000,10.37,0.08,N,2,0.08,0.08
22,45630,RENT,0.0,EDUCATION,E,2500,18.64,0.05,N,2,0.054788516326977864,0.0
27,72000,RENT,3.0,DEBTCONSOLIDATION,D,25000,15.95,0.35,Y,6,0.3472222222222222,0.1111111111111111
22,53000,RENT,3.0,MEDICAL,B,21250,10.25,0.4,N,3,0.4009433962264151,0.13636363636363635
24,95000,MORTGAGE,0.0,MEDICAL,B,12000,10.36,0.13,N,4,0.12631578947368421,0.0
32,65004,RENT,0.0,DEBTCONSOLIDATION,C,13000,12.53,0.2,N,6,0.19998769306504216,0.0
24,110000,RENT,0.0,PERSONAL,B,6000,,0.05,N,4,0.05454545454545454,0.0
28,81972,RENT,4.0,DEBTCONSOLIDATION,B,18000,10.99,0.22,N,6,0.21958717610891523,0.14285714285714285
34,105000,MORTGAGE,14.0,VENTURE,A,12000,6.99,0.11,N,5,0.11428571428571428,0.4117647058823529
33,60000,MORTGAGE,7.0,VENTURE,A,7000,7.14,0.12,N,10,0.11666666666666667,0.21212121212121213
26,27000,RENT,0.0,VENTURE,B,8000,11.11,0.3,N,4,0.2962962962962963,0.0
25,36000,OWN,0.0,VENTURE,B,2400,12.21,0.07,N,2,0.06666666666666667,0.0
23,75000,MORTGAGE,0.0,PERSONAL,A,5400,8.94,0.07,N,3,0.072,0.0
40,142000,MORTGAGE,2.0,PERSONAL,D,25000,15.31,0.18,N,14,0.176056338028169,0.05
23,90000,RENT,5.0,MEDICAL,A,8000,6.92,0.09,N,3,0.08888888888888889,0.21739130434782608
31,29000,RENT,5.0,MEDICAL,D,9000,15.37,0.31,N,9,0.3103448275862069,0.16129032258064516
23,20000,RENT,0.0,VENTURE,E,3200,16.0,0.16,N,2,0.16,0.0
30,44000,RENT,0.0,PERSONAL,D,10500,15.58,0.24,Y,10,0.23863636363636365,0.0
24,70000,OWN,4.0,VENTURE,D,8000,15.95,0.11,Y,2,0.11428571428571428,0.16666666666666666
28,62040,RENT,0.0,DEBTCONSOLIDATION,C,13400,13.06,0.22,Y,6,0.21598968407479047,0.0
31,17000,RENT,3.0,VENTURE,B,4575,11.48,0.27,N,7,0.2691176470588235,0.0967741935483871
36,42000,MORTGAGE,16.0,HOMEIMPROVEMENT,C,12000,,0.29,N,15,0.2857142857142857,0.4444444444444444
34,60100,MORTGAGE,6.0,EDUCATION,A,1500,6.03,0.02,N,6,0.024958402662229616,0.17647058823529413
36,53126,RENT,1.0,MEDICAL,D,8000,,0.15,N,11,0.15058540074539772,0.027777777777777776
32,135000,MORTGAGE,10.0,PERSONAL,B,10000,10.99,0.07,N,6,0.07407407407407407,0.3125
22,47000,RENT,3.0,DEBTCONSOLIDATION,B,6850,10.65,0.15,N,4,0.14574468085106382,0.13636363636363635
27,36082,MORTGAGE,5.0,EDUCATION,A,5000,6.62,0.14,N,9,0.13857324981985478,0.18518518518518517
25,30000,RENT,6.0,EDUCATION,D,4000,16.49,0.13,Y,3,0.13333333333333333,0.24
34,48000,MORTGAGE,2.0,PERSONAL,A,10000,7.14,0.21,N,10,0.20833333333333334,0.058823529411764705
23,50000,RENT,1.0,EDUCATION,C,12000,12.87,0.24,Y,2,0.24,0.043478260869565216
38,140000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,25000,9.99,0.18,N,12,0.17857142857142858,0.0
28,60000,MORTGAGE,8.0,MEDICAL,B,20000,11.71,0.33,N,5,0.3333333333333333,0.2857142857142857
21,36000,MORTGAGE,0.0,EDUCATION,A,14000,6.54,0.39,N,4,0.3888888888888889,0.0
25,42000,RENT,2.0,VENTURE,B,2000,9.25,0.05,N,3,0.047619047619047616,0.08
23,60000,RENT,4.0,MEDICAL,A,12000,6.03,0.2,N,3,0.2,0.17391304347826086
22,44000,RENT,3.0,HOMEIMPROVEMENT,C,3600,13.43,0.08,Y,3,0.08181818181818182,0.13636363636363635
33,55000,RENT,5.0,PERSONAL,A,3600,6.99,0.07,N,6,0.06545454545454546,0.15151515151515152
26,97333,OWN,3.0,HOMEIMPROVEMENT,A,10000,5.99,0.1,N,2,0.10274007787697903,0.11538461538461539
36,47000,MORTGAGE,4.0,MEDICAL,D,4900,14.11,0.1,N,11,0.10425531914893617,0.1111111111111111
41,21600,OWN,1.0,EDUCATION,C,3500,13.61,0.16,Y,13,0.16203703703703703,0.024390243902439025
27,90000,RENT,4.0,VENTURE,A,10000,7.49,0.11,N,9,0.1111111111111111,0.14814814814814814
24,48200,RENT,3.0,VENTURE,B,5000,10.38,0.1,N,3,0.1037344398340249,0.125
43,30000,RENT,0.0,PERSONAL,C,11525,13.57,0.38,Y,17,0.38416666666666666,0.0
23,54000,RENT,1.0,EDUCATION,D,10000,13.67,0.19,Y,3,0.18518518518518517,0.043478260869565216
35,30000,MORTGAGE,13.0,PERSONAL,A,6625,6.62,0.22,N,6,0.22083333333333333,0.37142857142857144
24,45000,RENT,0.0,EDUCATION,D,4000,15.99,0.09,Y,3,0.08888888888888889,0.0
25,174000,MORTGAGE,2.0,EDUCATION,C,8800,14.27,0.05,N,4,0.05057471264367816,0.08
22,14400,RENT,0.0,HOMEIMPROVEMENT,D,2100,14.83,0.15,N,3,0.14583333333333334,0.0
35,29400,RENT,0.0,EDUCATION,B,6150,12.21,0.21,N,10,0.20918367346938777,0.0
23,70200,MORTGAGE,3.0,MEDICAL,A,5000,7.14,0.07,N,2,0.07122507122507123,0.13043478260869565
34,103000,MORTGAGE,5.0,VENTURE,A,3525,5.42,0.03,N,8,0.03422330097087379,0.14705882352941177
25,43000,RENT,6.0,PERSONAL,A,5000,7.51,0.12,N,3,0.11627906976744186,0.24
21,20004,RENT,2.0,EDUCATION,B,3000,10.37,0.15,N,3,0.14997000599880023,0.09523809523809523
25,60000,RENT,5.0,DEBTCONSOLIDATION,C,15000,12.99,0.25,N,4,0.25,0.2
40,145000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.88,0.1,N,15,0.10344827586206896,0.125
26,96000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,10000,10.99,0.1,N,4,0.10416666666666667,0.038461538461538464
42,100000,MORTGAGE,7.0,EDUCATION,C,5000,14.26,0.05,N,12,0.05,0.16666666666666666
25,42000,RENT,5.0,EDUCATION,C,10000,12.99,0.24,Y,2,0.23809523809523808,0.2
23,57500,RENT,1.0,VENTURE,B,4000,8.88,0.07,N,2,0.06956521739130435,0.043478260869565216
26,36000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4500,10.59,0.13,N,2,0.125,0.038461538461538464
27,75000,RENT,2.0,VENTURE,A,14000,9.63,0.19,N,7,0.18666666666666668,0.07407407407407407
24,20800,OWN,0.0,PERSONAL,D,5000,16.29,0.24,Y,3,0.2403846153846154,0.0
24,86400,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12200,7.29,0.14,N,2,0.1412037037037037,0.08333333333333333
26,60996,RENT,6.0,HOMEIMPROVEMENT,C,3000,12.22,0.05,Y,4,0.04918355301987015,0.23076923076923078
21,21816,MORTGAGE,2.0,PERSONAL,B,1500,11.86,0.07,N,3,0.06875687568756876,0.09523809523809523
30,54996,RENT,2.0,MEDICAL,A,4800,6.03,0.09,N,8,0.08727907484180668,0.06666666666666667
23,37000,RENT,1.0,EDUCATION,A,10400,7.66,0.28,N,4,0.2810810810810811,0.043478260869565216
26,47000,RENT,1.0,EDUCATION,A,5000,7.14,0.11,N,4,0.10638297872340426,0.038461538461538464
25,77000,MORTGAGE,6.0,EDUCATION,D,8000,15.33,0.1,N,2,0.1038961038961039,0.24
21,8000,RENT,1.0,DEBTCONSOLIDATION,A,2800,7.4,0.35,N,2,0.35,0.047619047619047616
23,90000,MORTGAGE,1.0,EDUCATION,A,13675,7.49,0.15,N,4,0.15194444444444444,0.043478260869565216
26,36000,RENT,4.0,VENTURE,B,5000,10.37,0.14,N,4,0.1388888888888889,0.15384615384615385
22,69700,RENT,4.0,EDUCATION,B,11200,,0.16,N,2,0.1606886657101865,0.18181818181818182
24,55782,RENT,3.0,HOMEIMPROVEMENT,A,17000,7.51,0.3,N,2,0.3047578071779427,0.125
37,135000,RENT,1.0,VENTURE,A,10000,7.74,0.07,N,13,0.07407407407407407,0.02702702702702703
22,61500,RENT,3.0,MEDICAL,C,10000,14.22,0.16,N,2,0.16260162601626016,0.13636363636363635
21,32268,OWN,0.0,MEDICAL,A,8000,8.0,0.25,N,3,0.24792363951902813,0.0
27,25000,RENT,9.0,VENTURE,C,2000,13.11,0.08,Y,6,0.08,0.3333333333333333
24,44000,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.33,0.57,N,2,0.5681818181818182,0.08333333333333333
23,14400,RENT,0.0,VENTURE,B,4000,10.74,0.28,N,3,0.2777777777777778,0.0
24,15600,RENT,3.0,MEDICAL,E,4000,16.32,0.26,N,2,0.2564102564102564,0.125
24,74000,RENT,0.0,PERSONAL,B,4500,12.18,0.06,N,4,0.060810810810810814,0.0
32,72000,RENT,6.0,HOMEIMPROVEMENT,B,4000,10.0,0.06,N,6,0.05555555555555555,0.1875
26,44000,RENT,4.0,HOMEIMPROVEMENT,G,12500,22.11,0.28,Y,2,0.2840909090909091,0.15384615384615385
22,31500,RENT,3.0,DEBTCONSOLIDATION,D,2900,,0.09,Y,3,0.09206349206349207,0.13636363636363635
36,828000,MORTGAGE,3.0,MEDICAL,B,4200,,0.01,N,13,0.005072463768115942,0.08333333333333333
28,33000,RENT,2.0,PERSONAL,A,6000,7.9,0.18,N,6,0.18181818181818182,0.07142857142857142
44,44000,MORTGAGE,2.0,VENTURE,C,5000,12.23,0.11,Y,12,0.11363636363636363,0.045454545454545456
36,59000,RENT,2.0,MEDICAL,D,21000,14.11,0.36,Y,16,0.3559322033898305,0.05555555555555555
33,24000,RENT,6.0,MEDICAL,A,10000,8.9,0.42,N,10,0.4166666666666667,0.18181818181818182
25,50000,RENT,6.0,MEDICAL,A,4000,6.92,0.08,N,4,0.08,0.24
22,36000,RENT,1.0,DEBTCONSOLIDATION,C,6000,12.68,0.17,N,4,0.16666666666666666,0.045454545454545456
24,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,5.79,0.25,N,4,0.25,0.25
27,140000,OWN,8.0,PERSONAL,D,28000,15.65,0.2,N,5,0.2,0.2962962962962963
29,71000,MORTGAGE,4.0,VENTURE,A,4000,7.14,0.06,N,5,0.056338028169014086,0.13793103448275862
21,18000,RENT,0.0,DEBTCONSOLIDATION,A,3000,7.9,0.17,N,2,0.16666666666666666,0.0
31,60380,MORTGAGE,10.0,PERSONAL,B,6000,11.48,0.1,N,10,0.09937065253395164,0.3225806451612903
27,45000,MORTGAGE,1.0,VENTURE,A,4000,,0.09,N,7,0.08888888888888889,0.037037037037037035
37,59000,MORTGAGE,7.0,MEDICAL,A,11000,,0.19,N,17,0.1864406779661017,0.1891891891891892
29,71000,RENT,1.0,HOMEIMPROVEMENT,C,12000,13.16,0.17,Y,5,0.16901408450704225,0.034482758620689655
22,56000,MORTGAGE,3.0,EDUCATION,D,10075,16.29,0.18,Y,4,0.17991071428571428,0.13636363636363635
26,30000,OWN,3.0,PERSONAL,B,7000,9.99,0.23,N,2,0.23333333333333334,0.11538461538461539
23,37000,OWN,0.0,EDUCATION,A,6000,8.9,0.16,N,3,0.16216216216216217,0.0
25,110000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,10000,12.69,0.09,N,3,0.09090909090909091,0.04
24,35000,OWN,1.0,VENTURE,E,3500,16.0,0.1,N,3,0.1,0.041666666666666664
22,20000,RENT,2.0,EDUCATION,C,3000,13.11,0.15,N,4,0.15,0.09090909090909091
26,120000,MORTGAGE,5.0,VENTURE,B,13000,10.99,0.11,N,2,0.10833333333333334,0.19230769230769232
23,90096,MORTGAGE,0.0,EDUCATION,C,10150,11.97,0.11,N,3,0.11265760966080625,0.0
25,60000,MORTGAGE,1.0,VENTURE,A,5000,7.29,0.08,N,3,0.08333333333333333,0.04
29,84000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,20000,11.83,0.24,N,5,0.23809523809523808,0.034482758620689655
27,25440,MORTGAGE,5.0,EDUCATION,D,1200,,0.05,N,10,0.04716981132075472,0.18518518518518517
23,62000,MORTGAGE,0.0,VENTURE,D,18000,14.46,0.29,Y,3,0.2903225806451613,0.0
30,72000,RENT,12.0,EDUCATION,A,12400,,0.17,N,5,0.17222222222222222,0.4
22,46000,RENT,3.0,DEBTCONSOLIDATION,A,8000,6.17,0.17,N,2,0.17391304347826086,0.13636363636363635
26,38400,RENT,7.0,VENTURE,C,3200,13.49,0.08,N,2,0.08333333333333333,0.2692307692307692
22,33280,RENT,2.0,VENTURE,C,10000,12.53,0.3,Y,4,0.3004807692307692,0.09090909090909091
24,100000,OWN,4.0,MEDICAL,A,6000,8.9,0.06,N,2,0.06,0.16666666666666666
30,65000,RENT,11.0,PERSONAL,B,9600,12.42,0.15,N,10,0.1476923076923077,0.36666666666666664
27,36000,MORTGAGE,5.0,PERSONAL,A,5000,,0.14,N,10,0.1388888888888889,0.18518518518518517
29,21996,RENT,4.0,DEBTCONSOLIDATION,C,2500,13.11,0.11,Y,8,0.11365702855064558,0.13793103448275862
24,65000,RENT,1.0,MEDICAL,A,4000,5.42,0.06,N,2,0.06153846153846154,0.041666666666666664
30,50000,MORTGAGE,2.0,EDUCATION,B,3975,10.99,0.08,N,8,0.0795,0.06666666666666667
24,79650,RENT,4.0,PERSONAL,E,6000,16.35,0.08,Y,3,0.07532956685499058,0.16666666666666666
25,96500,MORTGAGE,0.0,PERSONAL,A,10000,6.17,0.1,N,2,0.10362694300518134,0.0
27,50000,MORTGAGE,4.0,EDUCATION,C,2200,12.99,0.04,Y,10,0.044,0.14814814814814814
28,90000,RENT,0.0,VENTURE,C,4000,13.49,0.04,N,8,0.044444444444444446,0.0
22,45000,RENT,3.0,PERSONAL,E,10000,17.93,0.22,Y,2,0.2222222222222222,0.13636363636363635
25,55000,MORTGAGE,6.0,PERSONAL,C,15000,15.27,0.27,N,3,0.2727272727272727,0.24
38,84000,MORTGAGE,5.0,VENTURE,B,15000,9.63,0.18,N,16,0.17857142857142858,0.13157894736842105
34,220000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,11275,12.99,0.05,N,8,0.05125,0.38235294117647056
